ID,Module,pre/post,Term#,prepost#,Term,Gender#,FirstGen#,FinancialAid#,Race#,International,Application,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,interest,aspirations,beliefs,selfefficacy
45,ANTH6,post,4,2,Fall 2022,1,2,2,7,2,2021,3,4,5,5,4,5,3,4,4,4,3,4,5,4,5,5,5,4,5,4,4,5,4,5,5,2,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,4,4,5,3,4,5,4,5,5,4,4,4,5,5,4
46,ANTH6,pre,4,1,Fall 2022,2,2,2,7,2,2021,1,4,3,2,4,4,4,4,2,4,3,1,4,3,3,4,4,3,4,4,5,5,5,5,1,1,4,4,4,4,4,4,5,4,2,4,5,4,4,4,3,4,5,5,5,5,4,5,5,4,4,5,5,4,4,4,5
46,ANTH6,post,4,2,Fall 2022,2,2,2,7,2,2021,3,4,3,3,3,4,4,4,2,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,2,1,5,4,4,4,5,4,5,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
47,ANTH6,pre,4,1,Fall 2022,1,1,1,4,2,2021,2,4,1,4,3,1,2,2,1,2,2,1,3,1,4,3,2,3,3,5,2,3,3,2,2,1,4,3,4,5,4,3,4,4,3,5,3,4,4,1,1,1,1,3,3,5,3,1,1,3,1,1,5,2,3,4,1
47,ANTH6,post,4,2,Fall 2022,1,1,1,4,2,2021,2,3,2,3,2,2,2,3,2,2,2,1,4,1,3,2,3,4,4,5,3,4,3,3,3,1,4,4,3,4,4,3,5,3,4,4,4,4,5,3,3,3,3,3,4,5,4,4,4,3,3,4,5,2,3,4,4
48,ANTH6,pre,4,1,Fall 2022,2,2,1,7,2,2021,3,5,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,4,4,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3
48,ANTH6,post,4,2,Fall 2022,2,2,1,7,2,2021,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
49,ANTH6,pre,4,1,Fall 2022,2,1,1,2,2,2021,2,2,2,2,4,2,4,4,2,4,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,3,4,4,5,5,2,4,4,4,4,4,2,2,4,4,4,1,1,2,4,4,4,2,1,2,2,1,4,2
49,ANTH6,post,4,2,Fall 2022,2,1,1,2,2,2021,2,4,3,1,4,5,2,5,2,4,4,4,2,1,3,2,4,2,1,1,1,1,2,1,1,1,3,2,4,3,4,2,4,4,4,1,5,4,5,1,1,1,2,2,2,1,2,2,2,1,2,2,2,4,1,4,2
50,ANTH6,pre,4,1,Fall 2022,2,2,1,7,2,2021,3,4,4,3,3,4,4,4,3,4,4,2,2,2,4,3,3,4,4,1,3,3,3,4,3,1,4,5,5,4,5,4,5,5,5,3,5,4,5,4,2,3,3,3,4,3,4,4,4,4,3,3,3,4,3,5,3
50,ANTH6,post,4,2,Fall 2022,2,2,1,7,2,2021,3,4,4,3,4,3,3,4,4,3,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4
51,ANTH6,pre,4,1,Fall 2022,1,2,2,2,2,2021,5,5,5,5,4,5,5,5,4,5,5,3,3,3,3,4,3,3,4,4,4,3,4,4,2,3,3,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,5,5,5,5,5,5,4,4,5,5,3,4,5
51,ANTH6,post,4,2,Fall 2022,1,2,2,2,2,2021,4,5,5,4,5,5,5,5,4,5,5,3,4,3,4,3,3,3,4,4,4,4,4,4,3,3,5,5,5,5,5,4,5,4,5,4,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,5,4
52,ANTH6,pre,4,1,Fall 2022,1,2,2,2,2,2021,3,3,4,4,3,4,3,4,2,2,3,2,4,2,4,4,4,4,3,4,2,4,4,4,5,2,3,4,4,4,4,3,4,3,4,4,4,4,4,3,3,3,4,2,4,2,4,2,4,3,2,3,3,3,4,4,3
52,ANTH6,post,4,2,Fall 2022,1,2,2,2,2,2021,3,3,3,3,3,3,3,3,3,3,3,1,4,2,3,3,2,2,3,4,4,4,4,3,3,1,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4
53,ANTH6,pre,4,1,Fall 2022,1,2,2,4,2,2021,4,5,4,2,5,4,4,3,4,5,2,3,5,2,5,3,4,3,5,3,5,4,4,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,2,3,1,2,4,2,5,4,1,2,4,4,4,5,3
53,ANTH6,post,4,2,Fall 2022,1,2,2,4,2,2021,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,3,4,3,3,4,3,4,4,4,3,3,3,2,2,4,4,4,4,3,2,2,4,4,4,3
54,ANTH6,pre,4,1,Fall 2022,1,2,2,7,2,2021,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,3,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,5,5,4,5,5,4,3,5,5,5,5,4
54,ANTH6,post,4,2,Fall 2022,1,2,2,7,2,2021,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
55,ANTH6,pre,4,1,Fall 2022,1,2,2,2,2,2021,5,5,5,4,4,4,4,4,5,4,4,3,4,3,4,3,3,4,4,3,3,3,3,4,4,3,5,3,5,5,5,4,4,5,5,4,4,5,5,3,3,3,3,3,4,3,4,3,4,3,4,3,4,4,3,5,3
55,ANTH6,post,4,2,Fall 2022,1,2,2,2,2,2021,4,4,4,4,4,4,4,4,4,4,4,3,5,3,5,4,4,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4
56,ANTH6,pre,4,1,Fall 2022,2,2,1,4,2,2021,4,4,3,4,4,5,4,4,3,5,3,2,5,3,5,4,4,4,4,3,3,4,5,5,4,1,4,5,5,5,4,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,5,5,4,4,3,4,4,5,4
56,ANTH6,post,4,2,Fall 2022,2,2,1,4,2,2021,3,4,4,3,4,4,3,4,4,4,3,3,3,3,4,4,3,4,3,3,4,4,4,3,2,2,4,4,4,4,4,4,4,5,5,4,4,4,5,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,3,4,4
57,ANTH6,pre,4,1,Fall 2022,1,2,2,6,1,2021,3,4,3,4,3,3,2,4,3,3,2,2,4,3,5,3,3,3,3,4,3,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,4,3,3,4,3
57,ANTH6,post,4,2,Fall 2022,1,2,2,6,1,2021,4,4,4,5,4,4,4,5,4,5,4,4,4,4,5,4,5,4,5,5,4,5,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,5,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
58,ANTH6,pre,4,1,Fall 2022,1,2,2,7,2,2021,1,4,4,1,3,4,4,4,4,4,1,1,4,1,4,3,1,2,4,3,4,1,4,4,1,1,2,4,4,4,5,2,5,5,5,4,4,4,5,3,1,3,2,1,3,3,4,4,4,4,2,2,2,4,3,4,3
58,ANTH6,post,4,2,Fall 2022,1,2,2,7,2,2021,2,4,4,2,1,1,1,3,2,1,2,1,1,1,3,1,2,1,4,1,1,4,4,4,1,1,3,3,4,5,5,2,5,4,5,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,4,4
59,ANTH6,pre,4,1,Fall 2022,1,2,2,7,2,2021,3,5,4,4,5,5,4,5,4,5,4,2,3,3,4,4,3,4,4,4,4,4,3,4,5,2,5,4,5,4,4,4,4,4,5,4,4,4,4,4,3,4,3,3,4,3,4,3,4,4,3,3,3,4,4,4,3
59,ANTH6,post,4,2,Fall 2022,1,2,2,7,2,2021,3,4,3,4,4,4,4,4,4,4,4,2,3,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,2,2,3,2,4,4,4,4,3,3,3,4,4,4,3
60,ANTH6,pre,4,1,Fall 2022,2,2,1,7,2,2021,2,4,3,2,4,4,4,4,3,4,4,1,4,2,4,4,4,3,4,2,4,3,4,4,3,1,4,4,4,5,5,4,5,5,4,4,4,5,5,4,2,2,3,3,4,2,3,3,3,3,3,2,2,4,4,4,3
60,ANTH6,post,4,2,Fall 2022,2,2,1,7,2,2021,3,4,4,4,4,5,4,5,2,4,4,2,4,3,5,5,4,4,5,4,5,3,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,4,4,4,4,3,4,4,5,5,4,4,4,4,4,5,4
61,ANTH6,pre,4,1,Fall 2022,1,2,1,7,2,2021,3,4,3,3,4,4,3,3,3,3,3,2,1,1,4,4,4,4,4,1,4,4,4,4,4,1,5,5,5,5,5,5,4,5,5,4,5,4,5,4,3,4,2,3,2,2,4,4,4,4,3,2,2,3,4,5,3
61,ANTH6,post,4,2,Fall 2022,1,2,1,7,2,2021,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4
62,ANTH6,pre,4,1,Fall 2022,2,2,2,2,1,2021,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5
62,ANTH6,post,4,2,Fall 2022,2,2,2,2,1,2021,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
63,ANTH6,pre,4,1,Fall 2022,2,2,2,7,1,2021,4,5,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5
63,ANTH6,post,4,2,Fall 2022,2,2,2,7,1,2021,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5
64,ANTH6,pre,4,1,Fall 2022,2,2,2,2,1,2021,4,4,4,4,4,4,4,4,4,4,4,3,5,3,5,5,5,4,5,4,5,4,5,5,5,2,4,4,4,5,4,4,4,5,4,4,4,4,5,4,4,4,4,4,3,4,4,3,4,5,3,3,4,4,5,4,4
64,ANTH6,post,4,2,Fall 2022,2,2,2,2,1,2021,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
65,ANTH6,pre,4,1,Fall 2022,1,2,2,7,2,2021,3,3,3,3,3,4,4,3,3,3,4,4,3,2,4,3,3,3,3,3,3,4,3,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,4,2,3,3,3,4,3
65,ANTH6,post,4,2,Fall 2022,1,2,2,7,2,2021,3,3,3,2,3,4,3,3,3,4,3,3,3,3,3,4,3,3,4,2,4,2,4,3,3,2,3,3,3,4,3,4,2,4,4,3,3,3,3,3,3,3,3,4,4,4,2,3,3,3,4,4,3,3,3,3,3
66,ANTH6,pre,4,1,Fall 2022,2,2,2,7,2,2021,3,4,3,3,4,4,4,5,4,4,4,3,3,3,4,3,4,3,3,3,3,3,3,3,2,2,3,3,4,3,3,3,4,3,4,3,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3
66,ANTH6,post,4,2,Fall 2022,2,2,2,7,2,2021,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
67,ANTH6,pre,4,1,Fall 2022,2,2,1,7,1,2021,2,4,3,3,3,4,4,4,3,4,3,3,3,2,4,2,3,2,4,3,3,2,4,4,2,2,2,4,4,4,3,3,5,3,5,3,4,4,5,3,3,3,4,3,4,3,4,4,4,4,4,4,2,3,3,4,4
67,ANTH6,post,4,2,Fall 2022,2,2,1,7,1,2021,3,4,3,4,3,4,3,4,4,4,3,2,3,2,3,3,3,4,4,2,4,4,4,4,3,1,3,4,2,3,4,3,5,3,5,2,3,4,4,3,2,3,3,3,4,2,3,3,3,4,3,3,2,4,3,3,3
68,ANTH6,pre,4,1,Fall 2022,1,2,1,7,2,2021,4,4,4,3,3,4,4,4,4,4,4,2,2,2,4,2,3,2,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,3,4,4,4,3,2,1,2,1,2,2,2,2,4,4,3,3,3,4,4,4,2
68,ANTH6,post,4,2,Fall 2022,1,2,1,7,2,2021,3,4,3,4,4,4,3,4,4,4,4,3,3,2,4,3,4,3,4,3,4,4,4,4,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,3,4,4,4,3,4,4,4,4,3
69,ANTH6,pre,4,1,Fall 2022,1,2,2,7,2,2021,4,4,4,4,4,4,4,4,4,4,4,1,5,3,5,4,5,4,5,3,4,4,5,4,4,1,5,4,5,4,5,5,5,5,5,5,4,5,5,4,2,3,3,3,3,2,4,3,4,4,3,4,3,4,4,5,3
69,ANTH6,post,4,2,Fall 2022,1,2,2,7,2,2021,3,4,4,4,5,4,4,5,2,4,4,2,4,4,5,4,4,4,4,3,4,4,4,4,3,2,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,4,3,3,2,2,4,4,4,4,4,4,2,4,4,5,4
70,ANTH6,pre,4,1,Fall 2022,2,2,2,2,1,2021,4,4,3,4,3,4,4,4,3,4,3,2,3,3,5,4,5,4,3,3,4,4,5,4,2,1,4,4,4,4,5,4,5,4,5,4,4,3,5,4,3,4,4,3,3,2,4,4,3,4,3,3,2,4,4,4,3
70,ANTH6,post,4,2,Fall 2022,2,2,2,2,1,2021,4,4,3,4,4,4,4,4,4,4,3,3,5,3,5,5,5,3,4,5,4,5,5,5,5,1,5,5,4,5,4,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4
71,ANTH6,pre,4,1,Fall 2022,2,2,1,7,2,2021,5,5,5,2,5,5,5,5,4,5,4,1,5,3,5,4,3,5,4,2,4,5,5,5,2,2,5,1,5,1,5,5,5,5,4,4,5,4,5,4,3,5,3,3,4,2,4,4,5,4,4,3,2,5,4,5,4
71,ANTH6,post,4,2,Fall 2022,2,2,1,7,2,2021,4,5,4,2,4,4,4,4,3,4,4,3,5,4,4,5,4,5,5,2,5,5,5,5,3,4,5,4,5,5,5,5,5,5,2,5,5,5,5,4,3,4,4,3,4,3,5,4,3,4,4,3,2,4,5,5,4
72,ANTH6,pre,4,1,Fall 2022,1,2,2,2,2,2021,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,3,4,4,4,5,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,5,5,5,5,5,5,4,5,5
72,ANTH6,post,4,2,Fall 2022,1,2,2,2,2,2021,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5
73,ANTH6,pre,4,1,Fall 2022,2,1,1,4,2,2021,2,2,1,2,2,4,3,4,1,1,1,1,3,1,3,2,3,2,2,1,1,2,3,3,2,1,2,4,3,3,5,2,5,4,5,3,2,2,4,4,3,4,4,3,2,3,5,4,5,3,2,3,2,2,2,3,3
73,ANTH6,post,4,2,Fall 2022,2,1,1,4,2,2021,1,2,1,3,1,3,3,1,1,3,1,2,1,1,3,2,3,1,2,1,1,4,3,2,3,1,2,4,4,4,2,2,4,4,5,2,2,4,5,4,3,4,5,3,2,3,4,3,5,5,3,4,2,1,2,4,4
74,ANTH6,pre,4,1,Fall 2022,1,2,2,2,2,2021,5,5,5,4,5,5,4,4,5,5,5,3,3,3,4,3,4,3,5,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,4,4,3,1,3,3,3,2,3,3,2,3,3,2,2,2,5,4,4,3
74,ANTH6,post,4,2,Fall 2022,1,2,2,2,2,2021,5,4,4,4,4,4,4,4,4,4,4,3,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4
75,ANTH6,pre,4,1,Fall 2022,1,2,2,7,2,2021,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,2,2,2,4,2,2,4,3,4,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,2,3,3,2,4,4
75,ANTH6,post,4,2,Fall 2022,1,2,2,7,2,2021,3,4,3,2,3,3,3,3,3,3,2,2,3,2,4,3,3,3,4,2,4,4,4,4,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4
76,ANTH6,pre,4,1,Fall 2022,2,2,2,7,2,2021,3,4,5,2,4,4,4,5,3,2,5,2,4,4,5,3,5,2,4,3,5,4,5,4,3,1,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5
76,ANTH6,post,4,2,Fall 2022,2,2,2,7,2,2021,5,5,5,2,5,5,3,5,5,4,5,2,5,5,5,3,5,3,5,4,5,4,5,5,2,2,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
77,ANTH6,pre,4,1,Fall 2022,2,2,2,5,2,2021,5,5,5,5,5,5,5,5,3,5,5,3,4,3,5,5,4,4,5,3,5,3,4,5,5,3,5,4,4,5,5,5,4,4,5,5,4,5,4,5,3,4,5,3,4,2,4,5,3,4,5,4,2,5,4,5,4
77,ANTH6,post,4,2,Fall 2022,2,2,2,5,2,2021,4,4,4,4,3,4,4,4,4,4,3,2,4,3,5,4,4,4,4,3,4,4,5,4,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,3,4,4,5,4,4,4,3,4,4,5,4
78,ANTH6,pre,4,1,Fall 2022,1,2,1,5,2,2021,2,3,2,2,2,3,3,2,1,3,2,1,3,2,3,3,3,1,4,3,4,4,3,4,4,1,3,3,3,4,4,4,3,3,3,4,4,4,4,3,2,3,4,3,2,2,3,3,4,4,2,3,2,2,3,4,3
78,ANTH6,post,4,2,Fall 2022,1,2,1,5,2,2021,3,3,1,2,3,3,3,3,1,3,1,1,1,1,2,2,3,2,1,3,3,3,3,2,1,1,3,4,4,3,4,4,4,4,4,3,4,4,4,3,3,2,3,3,2,2,4,3,3,4,3,3,2,3,2,4,3
79,ANTH6,pre,4,1,Fall 2022,2,2,2,2,2,2021,3,5,5,4,5,5,5,5,2,4,5,3,4,3,5,4,3,2,5,4,3,5,5,5,3,1,4,4,3,4,4,2,4,3,3,4,2,4,4,5,2,4,5,2,2,3,4,4,4,4,4,3,4,5,4,4,4
79,ANTH6,post,4,2,Fall 2022,2,2,2,2,2,2021,4,4,4,4,4,4,5,5,4,5,4,4,4,3,5,5,2,4,5,3,5,4,5,5,2,2,5,5,4,5,5,4,4,4,5,5,4,5,4,4,4,4,4,4,5,3,5,5,4,4,3,4,3,4,4,5,4
80,ANTH6,pre,4,1,Fall 2022,2,2,1,7,2,2021,4,5,4,4,5,4,4,5,4,5,4,2,4,2,4,5,4,5,4,3,4,4,4,4,2,2,5,4,5,4,4,5,5,4,5,5,4,4,5,5,2,4,5,4,4,4,4,4,5,5,2,4,4,4,4,5,4
80,ANTH6,post,4,2,Fall 2022,2,2,1,7,2,2021,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5
81,ANTH6,pre,4,1,Fall 2022,1,2,2,7,2,2021,5,5,5,5,5,5,5,5,5,5,4,2,3,1,4,2,2,4,2,2,2,3,2,4,2,1,5,5,5,4,5,5,5,5,5,3,4,5,5,4,4,4,4,4,4,3,5,4,4,4,4,3,3,5,2,5,4
81,ANTH6,post,4,2,Fall 2022,1,2,2,7,2,2021,5,5,5,5,5,5,5,5,4,5,5,1,4,3,4,2,4,4,4,2,4,2,4,4,2,1,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,4,5,5
82,ANTH6,pre,4,1,Fall 2022,1,2,2,7,2,2022,3,5,4,3,4,5,5,4,3,5,4,3,3,4,4,3,4,4,4,3,4,3,4,5,4,3,5,3,3,4,5,4,5,4,5,4,4,4,4,4,2,2,3,1,1,4,4,1,4,4,1,1,4,4,4,4,3
82,ANTH6,post,4,2,Fall 2022,1,2,2,7,2,2022,4,5,4,4,5,4,5,5,4,5,4,3,4,4,5,4,4,4,4,4,5,4,5,5,4,4,4,5,4,4,5,5,5,4,5,4,5,4,4,4,4,5,4,4,2,4,5,4,5,5,4,2,4,4,4,4,4
83,ANTH6,pre,4,1,Fall 2022,1,2,1,4,1,2022,4,5,4,2,5,5,5,5,4,5,4,3,4,3,5,4,4,4,5,4,5,4,4,5,5,2,5,4,4,4,5,5,5,5,5,5,5,4,4,4,2,4,2,3,1,3,4,4,4,4,2,2,3,5,4,5,3
83,ANTH6,post,4,2,Fall 2022,1,2,1,4,1,2022,5,5,4,5,5,5,5,5,5,4,4,2,3,4,5,5,4,5,5,5,5,5,5,5,4,2,5,3,4,4,5,5,5,5,5,5,5,5,5,4,4,4,3,2,4,5,5,4,4,5,3,3,3,5,5,5,4
84,ANTH6,pre,4,1,Fall 2022,1,2,2,7,2,2022,4,4,4,4,4,4,4,4,3,4,3,2,4,3,2,3,4,3,4,1,4,4,4,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,2,2,3,3,4,2,4,4,2,2,2,4,3,5,2
84,ANTH6,post,4,2,Fall 2022,1,2,2,7,2,2022,2,4,4,4,4,4,4,4,4,4,4,2,4,3,5,5,5,5,5,4,5,5,5,5,2,2,5,5,5,5,4,4,5,5,5,5,5,5,5,4,3,3,3,3,3,2,4,4,4,4,4,4,3,4,5,5,4
85,ANTH6,pre,4,1,Fall 2022,2,2,1,7,2,2022,3,5,5,5,4,4,4,4,3,5,4,3,4,3,4,3,4,3,4,5,4,4,4,4,4,3,4,4,5,5,5,4,5,5,4,5,4,4,5,5,4,5,5,4,4,5,5,5,5,5,4,4,5,4,4,5,5
85,ANTH6,post,4,2,Fall 2022,2,2,1,7,2,2022,4,5,5,4,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,4,5,4,4,4,4,5,5,4,4,5,4,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,5,4
86,ANTH6,pre,4,1,Fall 2022,2,2,2,7,2,2022,4,4,5,4,5,4,5,5,2,5,5,3,5,4,4,4,4,4,4,2,4,4,5,5,4,4,3,3,4,5,4,4,4,5,5,5,5,4,5,3,4,5,4,4,3,4,4,3,4,4,3,4,5,5,4,4,4
86,ANTH6,post,4,2,Fall 2022,2,2,2,7,2,2022,5,4,5,5,5,3,4,4,4,5,5,4,3,5,4,4,5,5,5,5,4,4,5,5,4,4,5,5,5,4,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,4,4,5,4,5,5
87,ANTH6,pre,4,1,Fall 2022,1,1,1,7,2,2022,1,4,4,3,4,4,3,4,4,4,4,3,2,2,4,4,4,4,4,2,4,4,4,4,4,1,4,4,4,4,5,4,3,4,4,5,4,4,3,4,2,3,3,2,3,2,4,3,3,4,2,2,2,4,4,4,3
87,ANTH6,post,4,2,Fall 2022,1,1,1,7,2,2022,4,4,4,2,4,4,2,4,2,4,4,2,3,2,4,4,4,4,4,4,4,4,4,3,4,2,3,5,5,5,5,5,5,4,5,5,4,5,4,4,3,3,4,4,4,3,4,4,4,4,4,4,2,4,4,5,4
88,ANTH6,pre,4,1,Fall 2022,1,1,1,2,2,2022,5,5,5,4,4,4,5,5,5,4,5,5,4,3,5,3,4,4,4,3,3,5,4,4,3,2,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
88,ANTH6,post,4,2,Fall 2022,1,1,1,2,2,2022,4,4,4,4,4,4,4,4,4,4,4,3,3,3,5,3,4,5,4,5,3,4,5,3,4,3,4,3,4,3,3,4,3,3,4,4,4,4,4,3,3,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4
89,ANTH6,pre,4,1,Fall 2022,1,1,1,4,2,2022,3,5,4,3,4,5,4,4,3,4,4,2,4,4,5,3,4,3,4,3,4,4,4,4,4,3,5,4,4,4,5,4,5,5,5,4,5,4,5,5,3,4,2,4,3,3,5,2,5,5,3,3,3,4,4,5,3
89,ANTH6,post,4,2,Fall 2022,1,1,1,4,2,2022,3,5,4,4,5,5,4,4,4,5,4,3,5,4,5,5,4,4,4,3,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,5,5,5,4,4,4,4,4,4
90,ANTH6,pre,4,1,Fall 2022,2,2,1,2,2,2022,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,3,4,5,5,5,5,5
90,ANTH6,post,4,2,Fall 2022,2,2,1,2,2,2022,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
